Date,HG=F.Close,AAPL.Close,MSCI.Close
2008-04-21,3.898,6.005714,28.49
2008-04-22,4.0055,5.721429,28.6
2008-04-23,3.947,5.8175,29.459999
2008-04-24,3.895,6.033571,29.379999
2008-04-25,3.9595,6.061786,28.370001
2008-04-28,3.984,6.151429,29.129999
2008-04-29,3.8995,6.251786,30.17
2008-04-30,3.934,6.2125,31.02
2008-05-01,3.7255,6.428571,32.599998
2008-05-02,3.858,6.462143,31.74
2008-05-05,3.9785,6.5975,31.610001
2008-05-06,3.9125,6.666429,31.93
2008-05-07,3.863,6.521071,32.130001
2008-05-08,3.8205,6.609286,32.09
2008-05-09,3.7535,6.551786,32.130001
2008-05-12,3.784,6.72,32.5
2008-05-13,3.765,6.784286,32.369999
2008-05-14,3.707,6.652143,32.52
2008-05-15,3.761,6.776071,33.650002
2008-05-16,3.8465,6.700714,33.02
2008-05-19,3.7955,6.557143,33.220001
2008-05-20,3.7905,6.639286,33
2008-05-21,3.7535,6.363929,32.130001
2008-05-22,3.7225,6.323214,33.049999
2008-05-23,3.755,6.470357,34.529999
2008-05-27,3.741,6.658214,35.919998
2008-05-28,3.7285,6.678929,37.34
2008-05-29,3.569,6.6675,35.220001
2008-05-30,3.628,6.741071,35.549999
2008-06-02,3.609,6.646429,35.790001
2008-06-03,3.586,6.620357,36.009998
2008-06-04,3.553,6.613929,35.75
2008-06-05,3.553,6.765357,37.25
2008-06-06,3.624,6.63,36.450001
2008-06-09,3.6115,6.486071,35.759998
2008-06-10,3.557,6.63,35.860001
2008-06-11,3.5755,6.4575,33.990002
2008-06-12,3.5325,6.187857,34.849998
2008-06-13,3.594,6.156071,35.740002
2008-06-16,3.6795,6.315714,35.009998
2008-06-17,3.6585,6.479643,36.169998
2008-06-18,3.7455,6.383929,35.549999
2008-06-19,3.7775,6.460714,36.119999
2008-06-20,3.832,6.259643,36.549999
2008-06-23,3.814,6.184286,37.119999
2008-06-24,3.7935,6.1875,36.869999
2008-06-25,3.7855,6.335357,37.59
2008-06-26,3.8235,6.009286,35.990002
2008-06-27,3.884,6.074643,36.150002
2008-06-30,3.8955,5.98,36.290001
2008-07-01,3.9225,6.238571,33.860001
2008-07-02,4.0775,6.006429,31.950001
2008-07-03,3.963,6.075714,32.810001
2008-07-07,3.865,6.255714,32.27
2008-07-08,3.7125,6.4125,31.25
2008-07-09,3.755,6.223214,32.130001
2008-07-10,3.7335,6.308214,32.650002
2008-07-11,3.7555,6.163571,32.740002
2008-07-14,3.7695,6.21,32.970001
2008-07-15,3.722,6.058571,32.16
2008-07-16,3.677,6.171786,31.75
2008-07-17,3.735,6.136071,31.25
2008-07-18,3.6865,5.898214,32.009998
2008-07-21,3.71,5.938929,32.360001
2008-07-22,3.7355,5.786429,32.889999
2008-07-23,3.7165,5.937857,33.200001
2008-07-24,3.677,5.679643,33.150002
2008-07-25,3.704,5.79,33.59
2008-07-28,3.7095,5.514286,32.450001
2008-07-29,3.6835,5.61,32.66
2008-07-30,3.6795,5.71,32.189999
2008-07-31,3.7165,5.676786,29.75
2008-08-01,3.6285,5.595,30.32
2008-08-04,3.4875,5.4725,30.4
2008-08-05,3.457,5.737143,30.41
2008-08-06,3.463,5.863929,30.27
2008-08-07,3.458,5.841786,29.639999
2008-08-08,3.4005,6.055357,30.23
2008-08-11,3.359,6.198571,30.629999
2008-08-12,3.235,6.311786,30.08
2008-08-13,3.367,6.403571,29.780001
2008-08-14,3.323,6.404286,30.5
2008-08-15,3.3425,6.276429,31.110001
2008-08-18,3.355,6.263929,30.969999
2008-08-19,3.4475,6.1975,30.49
2008-08-20,3.41,6.28,30.91
2008-08-21,3.561,6.224643,30.08
2008-08-22,3.5085,6.313929,31.09
2008-08-25,3.519,6.1625,29.65
2008-08-26,3.4785,6.201429,29.870001
2008-08-27,3.5075,6.238214,30.059999
2008-08-28,3.427,6.205,29.85
2008-08-29,3.4295,6.054643,29.85
2008-09-02,3.3225,5.935357,29.620001
2008-09-03,3.354,5.962857,28.690001
2008-09-04,3.297,5.757857,26.549999
2008-09-05,3.1235,5.720714,26.76
2008-09-08,3.109,5.64,27.59
2008-09-09,3.095,5.417143,27.299999
2008-09-10,3.1235,5.414643,26.1
2008-09-11,3.1345,5.451786,25.309999
2008-09-12,3.209,5.319286,26.290001
2008-09-15,3.184,5.012857,24.5
2008-09-16,3.113,4.995714,23.110001
2008-09-17,3.071,4.565357,20.02
2008-09-18,3.0955,4.788929,22.459999
2008-09-19,3.185,5.0325,25.77
2008-09-22,3.266,4.680357,24.92
2008-09-23,3.167,4.53,24.879999
2008-09-24,3.1215,4.596786,24.309999
2008-09-25,3.1455,4.711786,24.860001
2008-09-26,3.0795,4.58,24.65
2008-09-29,2.9175,3.759286,22.65
2008-09-30,2.888,4.059286,24
2008-10-01,2.797,3.897143,22.1
2008-10-02,2.6525,3.575,21.93
2008-10-03,2.705,3.466786,22.469999
2008-10-06,2.504,3.505,21.309999
2008-10-07,2.5445,3.184286,18.719999
2008-10-08,2.3665,3.206786,19.51
2008-10-09,2.424,3.169286,18
2008-10-10,2.1565,3.457143,17.200001
2008-10-13,2.328,3.937857,19.5
2008-10-14,2.4095,3.717143,19.790001
2008-10-15,2.2235,3.498214,18.5
2008-10-16,2.099,3.638929,18.139999
2008-10-17,2.181,3.478571,19.02
2008-10-20,2.119,3.515714,19.120001
2008-10-21,2.007,3.2675,18.6
2008-10-22,1.851,3.459643,17.16
2008-10-23,1.7955,3.508214,16.42
2008-10-24,1.675,3.442143,15.29
2008-10-27,1.786,3.288929,14.36
2008-10-28,1.8415,3.568214,14.55
2008-10-29,2.0715,3.733929,16.01
2008-10-30,1.8885,3.965714,17
2008-10-31,1.844,3.8425,17.24
2008-11-03,1.8375,3.82,16.9
2008-11-04,1.951,3.963929,17.09
2008-11-05,1.814,3.689286,16.5
2008-11-06,1.7225,3.539286,14.84
2008-11-07,1.6925,3.508571,15.15
2008-11-10,1.7465,3.424286,14.76
2008-11-11,1.6425,3.384643,13.8
2008-11-12,1.6495,3.218571,13.09
2008-11-13,1.615,3.444286,14.17
2008-11-14,1.7015,3.222857,13.95
2008-11-17,1.6495,3.147857,12.92
2008-11-18,1.655,3.211071,12.47
2008-11-19,1.5945,3.081786,12.11
2008-11-20,1.5685,2.874643,11.88
2008-11-21,1.571,2.949286,12.6
2008-11-24,1.666,3.319643,13.61
2008-11-25,1.646,3.242857,14.26
2008-11-26,1.668,3.392857,15.72
2008-11-28,1.6235,3.309643,15.43
2008-12-01,1.6035,3.176071,14.69
2008-12-02,1.5785,3.3025,14.86
2008-12-03,1.5335,3.425,15.81
2008-12-04,1.452,3.264643,14.94
2008-12-05,1.355,3.357143,16.02
2008-12-08,1.478,3.561429,16.719999
2008-12-09,1.4215,3.573571,16.129999
2008-12-10,1.469,3.5075,16.77
2008-12-11,1.4865,3.392857,15.5
2008-12-12,1.406,3.509643,16.41
2008-12-15,1.385,3.383929,15.59
2008-12-16,1.3545,3.408214,16
2008-12-17,1.347,3.184286,16.5
2008-12-18,1.2695,3.193929,16.67
2008-12-19,1.305,3.214286,16.5
2008-12-22,1.317,3.062143,15.69
2008-12-23,1.253,3.085,15.68
2008-12-24,1.2475,3.037143,16.110001
2008-12-26,1.2745,3.064643,17.1
2008-12-29,1.297,3.093214,17.030001
2008-12-30,1.307,3.081786,16.959999
2008-12-31,1.395,3.048214,17.76
2009-01-02,1.444,3.241071,18.65
2009-01-05,1.442,3.377857,16.620001
2009-01-06,1.566,3.322143,17.459999
2009-01-07,1.4945,3.250357,17.5
2009-01-08,1.463,3.310714,18.43
2009-01-09,1.5455,3.235,16.620001
2009-01-12,1.475,3.166429,15.62
2009-01-13,1.5325,3.1325,16.209999
2009-01-14,1.473,3.0475,16.190001
2009-01-15,1.4385,2.977857,16.74
2009-01-16,1.5135,2.940357,16.98
2009-01-20,1.49,2.792857,16.33
2009-01-21,1.419,2.958214,17.68
2009-01-22,1.381,3.155714,16.77
2009-01-23,1.4575,3.155714,16.75
2009-01-26,1.572,3.201429,17.23
2009-01-27,1.47,3.240357,17.219999
2009-01-28,1.4805,3.364286,18.440001
2009-01-29,1.45,3.321429,17.49
2009-01-30,1.462,3.218929,17.360001
2009-02-02,1.4235,3.268214,18.18
2009-02-03,1.515,3.320714,17.57
2009-02-04,1.524,3.341071,17.26
2009-02-05,1.494,3.445,18.190001
2009-02-06,1.6225,3.561429,17.1
2009-02-09,1.6065,3.661071,17.4
2009-02-10,1.57,3.493929,17
2009-02-11,1.534,3.457857,17.27
2009-02-12,1.5295,3.545357,17.690001
2009-02-13,1.535,3.541429,17.959999
2009-02-17,1.4205,3.376071,16.690001
2009-02-18,1.4335,3.370357,16.26
2009-02-19,1.468,3.237143,16.15
2009-02-20,1.414,3.257143,16.629999
2009-02-23,1.4345,3.105357,16.219999
2009-02-24,1.484,3.223214,16.84
2009-02-25,1.522,3.255714,15.56
2009-02-26,1.565,3.185357,16.110001
2009-02-27,1.526,3.189643,15.76
2009-03-02,1.5075,3.140714,14.49
2009-03-03,1.596,3.156071,14.09
2009-03-04,1.6855,3.256071,13.76
2009-03-05,1.646,3.172857,13.2
2009-03-06,1.6805,3.046429,13.42
2009-03-09,1.6295,2.968214,13.28
2009-03-10,1.6745,3.165357,14.24
2009-03-11,1.616,3.31,14.8
2009-03-12,1.6175,3.441071,14.88
2009-03-13,1.6585,3.426071,14.95
2009-03-16,1.7395,3.407857,14.64
2009-03-17,1.7175,3.559286,14.86
2009-03-18,1.709,3.625714,15.07
2009-03-19,1.798,3.629286,15.75
2009-03-20,1.7875,3.628214,15.49
2009-03-23,1.832,3.845,16.17
2009-03-24,1.7985,3.803571,15.66
2009-03-25,1.797,3.803214,16.049999
2009-03-26,1.8495,3.923929,16.02
2009-03-27,1.8335,3.816071,16.9
2009-03-30,1.761,3.731786,16.4
2009-03-31,1.839,3.754286,16.91
2009-04-01,1.8455,3.881786,17
2009-04-02,1.888,4.025357,19.17
2009-04-03,1.9995,4.1425,19.959999
2009-04-06,1.9585,4.230357,20.26
2009-04-07,1.991,4.107143,19.860001
2009-04-08,1.998,4.154286,19.950001
2009-04-09,2.0705,4.270357,20.93
2009-04-13,2.1255,4.293571,20.709999
2009-04-14,2.115,4.225357,20.27
2009-04-15,2.2035,4.201429,20.51
2009-04-16,2.1835,4.3375,20.98
2009-04-17,2.2115,4.407857,21.1
2009-04-20,2.1285,4.303571,19.66
2009-04-21,2.111,4.348571,21.440001
2009-04-22,2.0745,4.339643,21.41
2009-04-23,2.013,4.478571,20.42
2009-04-24,2.071,4.425,20.4
2009-04-27,2.004,4.454643,20.139999
2009-04-28,1.914,4.425,19.57
2009-04-29,2.01,4.469286,20.51
2009-04-30,2.053,4.493929,20.99
2009-05-01,2.1015,4.544286,21.799999
2009-05-04,2.145,4.716786,22.299999
2009-05-05,2.0845,4.739643,22.530001
2009-05-06,2.1885,4.732143,22.74
2009-05-07,2.1655,4.609286,22.24
2009-05-08,2.147,4.613929,23.639999
2009-05-11,2.0935,4.6275,23.59
2009-05-12,2.09,4.443571,23.27
2009-05-13,2.037,4.2675,21.950001
2009-05-14,2.035,4.391071,22.66
2009-05-15,2.028,4.372143,23.1
2009-05-18,2.0755,4.523214,23.48
2009-05-19,2.0695,4.551786,21.57
2009-05-20,2.1085,4.495357,21.299999
2009-05-21,2.054,4.435,21.040001
2009-05-22,2.1025,4.375,20.700001
2009-05-26,2.1475,4.670714,21.83
2009-05-27,2.1165,4.751786,20.51
2009-05-28,2.1355,4.823929,20.68
2009-05-29,2.1975,4.850357,21.27
2009-06-01,2.319,4.976786,22.469999
2009-06-02,2.2965,4.981786,23.15
2009-06-03,2.2115,5.033929,22.719999
2009-06-04,2.3015,5.133571,23.77
2009-06-05,2.281,5.166786,22.940001
2009-06-08,2.247,5.1375,22.540001
2009-06-09,2.3585,5.097143,23.25
2009-06-10,2.36,5.008929,23.23
2009-06-11,2.438,4.998214,23.950001
2009-06-12,2.3675,4.891786,23.92
2009-06-15,2.2815,4.860357,23.549999
2009-06-16,2.2525,4.869643,22.77
2009-06-17,2.2565,4.842143,23.4
2009-06-18,2.267,4.852857,24
2009-06-19,2.2455,4.981429,23.83
2009-06-22,2.127,4.906071,22.74
2009-06-23,2.194,4.786071,23.27
2009-06-24,2.266,4.865,24
2009-06-25,2.3,4.995,24.92
2009-06-26,2.2935,5.087143,24.870001
2009-06-29,2.3125,5.070357,24.549999
2009-06-30,2.258,5.086786,24.440001
2009-07-01,2.315,5.101071,24.07
2009-07-02,2.29,5.000714,24.74
2009-07-06,2.2505,4.950357,24.809999
2009-07-07,2.214,4.835714,24.299999
2009-07-08,2.148,4.900714,24.200001
2009-07-09,2.2265,4.87,24.6
2009-07-10,2.2005,4.947143,25.030001
2009-07-13,2.213,5.083571,25.73
2009-07-14,2.29,5.081071,25.57
2009-07-15,2.3825,5.245714,26.280001
2009-07-16,2.38,5.268571,26.35
2009-07-17,2.414,5.419643,26.709999
2009-07-20,2.46,5.461071,26.83
2009-07-21,2.4435,5.411071,25.76
2009-07-22,2.518,5.597857,25.360001
2009-07-23,2.519,5.636429,26.5
2009-07-24,2.517,5.713929,26.48
2009-07-27,2.54,5.717857,26.51
2009-07-28,2.515,5.714286,26.370001
2009-07-29,2.472,5.715357,26.389999
2009-07-30,2.557,5.813929,27.200001
2009-07-31,2.6165,5.835357,27.950001
2009-08-03,2.7315,5.943929,28.49
2009-08-04,2.789,5.9125,28.049999
2009-08-05,2.8065,5.896786,27.219999
2009-08-06,2.7475,5.853929,27.68
2009-08-07,2.7815,5.911071,28.709999
2009-08-10,2.7665,5.882857,28.879999
2009-08-11,2.7335,5.815357,28.299999
2009-08-12,2.8205,5.903929,28.629999
2009-08-13,2.9105,6.015,28.690001
2009-08-14,2.834,5.956429,28.5
2009-08-17,2.768,5.699643,27.75
2009-08-18,2.7595,5.857143,28.879999
2009-08-19,2.757,5.878571,28.969999
2009-08-20,2.738,5.940357,29.5
2009-08-21,2.879,6.043571,29.58
2009-08-24,2.914,6.037857,30.209999
2009-08-25,2.854,6.05,30.120001
2009-08-26,2.8555,5.978929,30.549999
2009-08-27,2.8455,6.051786,30.040001
2009-08-28,2.923,6.073214,29.67
2009-08-31,2.808,6.0075,29.42
2009-09-01,2.7965,5.903571,28.59
2009-09-02,2.8025,5.899286,27.93
2009-09-03,2.8435,5.948214,28.34
2009-09-04,2.8435,6.0825,28.940001
2009-09-08,2.9345,6.176071,29.709999
2009-09-09,2.906,6.112143,29.870001
2009-09-10,2.8595,6.162857,29.299999
2009-09-11,2.8275,6.148571,29.17
2009-09-14,2.787,6.204286,29.049999
2009-09-15,2.8285,6.255714,27.99
2009-09-16,2.9205,6.495357,27.84
2009-09-17,2.88,6.591071,27.299999
2009-09-18,2.771,6.607857,26.99
2009-09-21,2.7925,6.572143,27.379999
2009-09-22,2.8525,6.588571,28.16
2009-09-23,2.7965,6.625,28.860001
2009-09-24,2.6995,6.565,28.73
2009-09-25,2.731,6.513214,28.209999
2009-09-28,2.714,6.648214,29.65
2009-09-29,2.715,6.620714,30.25
2009-09-30,2.809,6.619643,29.620001
2009-10-01,2.7255,6.459286,27.139999
2009-10-02,2.6715,6.603571,27.110001
2009-10-05,2.718,6.643571,27.209999
2009-10-06,2.7755,6.786071,26.200001
2009-10-07,2.7705,6.794643,25.98
2009-10-08,2.887,6.759643,26.469999
2009-10-09,2.8285,6.8025,26.92
2009-10-12,2.848,6.814643,26.540001
2009-10-13,2.786,6.786429,26.5
2009-10-14,2.8365,6.831786,27.76
2009-10-15,2.851,6.805714,28.33
2009-10-16,2.8375,6.716071,28.030001
2009-10-19,2.9565,6.780714,28.440001
2009-10-20,2.9225,7.098571,27.77
2009-10-21,3.0265,7.318571,27.969999
2009-10-22,2.988,7.328571,28.49
2009-10-23,3.024,7.283571,28.48
2009-10-26,2.9995,7.231429,28.889999
2009-10-27,2.9885,7.048929,29.450001
2009-10-28,2.919,6.871429,28.82
2009-10-29,3.021,7.0125,29.23
2009-10-30,2.9475,6.732143,30.4
2009-11-02,2.937,6.761071,30.17
2009-11-03,2.948,6.741071,30.42
2009-11-04,2.9845,6.814643,30.26
2009-11-05,2.9505,6.929643,30.92
2009-11-06,2.9455,6.940714,32.23
2009-11-09,2.9615,7.195,33.599998
2009-11-10,2.957,7.249286,32.400002
2009-11-11,2.9615,7.258929,32.650002
2009-11-12,2.9435,7.213929,31.99
2009-11-13,2.9685,7.301786,32.23
2009-11-16,3.1005,7.379643,32.16
2009-11-17,3.104,7.392857,32.099998
2009-11-18,3.1075,7.355714,31.58
2009-11-19,3.078,7.161071,31
2009-11-20,3.105,7.14,30.870001
2009-11-23,3.1335,7.352857,31.120001
2009-11-24,3.112,7.301429,30.870001
2009-11-25,3.166,7.2925,30.799999
2009-11-27,3.0935,7.163929,30.200001
2009-11-30,3.1485,7.139643,30.469999
2009-12-01,3.2035,7.034643,31.309999
2009-12-02,3.2315,7.008214,32.139999
2009-12-03,3.2195,7.017143,32.09
2009-12-04,3.2135,6.904286,32.279999
2009-12-07,3.185,6.748214,31.799999
2009-12-08,3.1395,6.781071,32.060001
2009-12-09,3.098,7.064286,32.25
2009-12-10,3.0795,7.015357,32.509998
2009-12-11,3.11,6.9525,32.990002
2009-12-14,3.13,7.035,33.610001
2009-12-15,3.121,6.934643,33.09
2009-12-16,3.186,6.965357,33.360001
2009-12-17,3.1105,6.852143,32.68
2009-12-18,3.121,6.979643,32.419998
2009-12-21,3.1405,7.079643,31.9
2009-12-22,3.12,7.155714,32.07
2009-12-23,3.1845,7.217857,32.119999
2009-12-24,3.271,7.465714,32.400002
2009-12-28,3.3165,7.5575,32.43
2009-12-29,3.296,7.467857,32.119999
2009-12-30,3.3255,7.558571,32.150002
2009-12-31,3.3275,7.526071,31.799999
2010-01-04,3.388,7.643214,31.98
2010-01-05,3.396,7.656429,32.099998
2010-01-06,3.4775,7.534643,31.23
2010-01-07,3.4115,7.520714,33.380001
2010-01-08,3.388,7.570714,34.5
2010-01-11,3.4285,7.503929,34.209999
2010-01-12,3.3375,7.418571,33.23
2010-01-13,3.3875,7.523214,33.349998
2010-01-14,3.376,7.479643,33.099998
2010-01-15,3.355,7.354643,32.139999
2010-01-19,3.437,7.68,32.5
2010-01-20,3.346,7.561786,32.080002
2010-01-21,3.285,7.431071,31.07
2010-01-22,3.3385,7.0625,30.450001
2010-01-25,3.384,7.2525,30.389999
2010-01-26,3.329,7.355,29.469999
2010-01-27,3.2145,7.424286,29.9
2010-01-28,3.09,7.1175,29.690001
2010-01-29,3.046,6.859286,29.559999
2010-02-01,3.0785,6.954643,29.91
2010-02-02,3.085,6.995,29.74
2010-02-03,2.968,7.115357,29.450001
2010-02-04,2.8755,6.858929,28.59
2010-02-05,2.854,6.980714,28.780001
2010-02-08,2.9095,6.932857,27.879999
2010-02-09,2.9835,7.006786,28.360001
2010-02-10,2.986,6.968571,28.530001
2010-02-11,3.1295,7.095357,29.200001
2010-02-12,3.079,7.156429,29.17
2010-02-16,3.2185,7.264286,29.58
2010-02-17,3.2385,7.233929,29.08
2010-02-18,3.285,7.2475,28.700001
2010-02-19,3.357,7.2025,29.290001
2010-02-22,3.3065,7.157857,29.360001
2010-02-23,3.214,7.037857,29.459999
2010-02-24,3.2355,7.166429,29.959999
2010-02-25,3.1925,7.214286,29.84
2010-02-26,3.2685,7.307857,29.98
2010-03-01,3.333,7.463929,28.59
2010-03-02,3.3955,7.458929,32.610001
2010-03-03,3.419,7.476071,32.119999
2010-03-04,3.3605,7.525357,32.869999
2010-03-05,3.4025,7.819643,33.619999
2010-03-08,3.3965,7.824286,34.009998
2010-03-09,3.398,7.965,33.580002
2010-03-10,3.355,8.03,33.580002
2010-03-11,3.366,8.053571,34.32
2010-03-12,3.3695,8.092857,34.860001
2010-03-15,3.307,7.994286,34.549999
2010-03-16,3.357,8.016071,34.919998
2010-03-17,3.41,8.004286,35.369999
2010-03-18,3.3875,8.023214,35.220001
2010-03-19,3.3645,7.9375,35.07
2010-03-22,3.3725,8.026786,35.720001
2010-03-23,3.3695,8.155714,36.189999
2010-03-24,3.3365,8.191786,35.93
2010-03-25,3.371,8.094643,35.84
2010-03-26,3.393,8.246429,35.759998
2010-03-29,3.5295,8.299643,35.790001
2010-03-30,3.555,8.423214,36.150002
2010-03-31,3.546,8.392857,36.099998
2010-04-01,3.577,8.4275,36.470001
2010-04-05,3.626,8.5175,36.98
2010-04-06,3.6095,8.555,37.369999
2010-04-07,3.592,8.592857,37.310001
2010-04-08,3.581,8.569643,36.189999
2010-04-09,3.5845,8.635357,36.619999
2010-04-12,3.5595,8.653214,37.099998
2010-04-13,3.5955,8.658214,37.02
2010-04-14,3.6055,8.774643,37.110001
2010-04-15,3.5965,8.89,37.959999
2010-04-16,3.5115,8.835714,37.25
2010-04-19,3.4945,8.823929,36.490002
2010-04-20,3.512,8.735357,37.389999
2010-04-21,3.533,9.257857,35.990002
2010-04-22,3.4845,9.516786,36.439999
2010-04-23,3.5115,9.6725,36.700001
2010-04-26,3.527,9.625,36.959999
2010-04-27,3.3635,9.358571,35.959999
2010-04-28,3.3675,9.342857,35.41
2010-04-29,3.3335,9.594286,35.459999
2010-04-30,3.3375,9.324643,34.650002
2010-05-03,3.2785,9.5125,34.759998
2010-05-04,3.1645,9.238571,34.18
2010-05-05,3.138,9.1425,33.990002
2010-05-06,3.1035,8.794643,32.98
2010-05-07,3.131,8.423571,32.43
2010-05-10,3.215,9.071071,33.75
2010-05-11,3.194,9.161429,33.700001
2010-05-12,3.176,9.360357,34.240002
2010-05-13,3.2195,9.227143,33.950001
2010-05-14,3.123,9.065,32.790001
2010-05-17,2.923,9.079286,32.709999
2010-05-18,3.0225,9.012857,32.32
2010-05-19,2.95,8.869286,31.459999
2010-05-20,2.9355,8.491429,29.75
2010-05-21,3.0515,8.654286,30.200001
2010-05-24,3.1365,8.812857,29.75
2010-05-25,3.0335,8.757857,29.030001
2010-05-26,3.0715,8.718214,28.690001
2010-05-27,3.1515,9.048214,29.690001
2010-05-28,3.097,9.174286,29.65
2010-06-01,3.054,9.315357,29.42
2010-06-02,3.032,9.426786,30.139999
2010-06-03,2.9385,9.397143,29.540001
2010-06-04,2.8125,9.141429,28.799999
2010-06-07,2.759,8.962143,28.15
2010-06-08,2.7725,8.904643,28.280001
2010-06-09,2.8425,8.685714,28.059999
2010-06-10,2.8555,8.946786,29.120001
2010-06-11,2.8995,9.053929,29.690001
2010-06-14,2.99,9.081429,29.25
2010-06-15,3.0025,9.274643,29.540001
2010-06-16,2.994,9.544643,30.120001
2010-06-17,2.9025,9.709643,29.9
2010-06-18,2.881,9.788214,29.969999
2010-06-21,2.939,9.648929,30.120001
2010-06-22,2.9905,9.780357,30.059999
2010-06-23,2.934,9.6775,29.49
2010-06-24,3.003,9.607143,28.629999
2010-06-25,3.093,9.525,29.09
2010-06-28,3.0685,9.582143,29.040001
2010-06-29,2.9155,9.148929,27.23
2010-06-30,2.936,8.983214,27.4
2010-07-01,2.865,8.874286,27.34
2010-07-02,2.904,8.819286,27.77
2010-07-06,2.96,8.879643,28.360001
2010-07-07,3.0055,9.238214,29.629999
2010-07-08,3.007,9.2175,30.16
2010-07-09,3.0445,9.272143,30.66
2010-07-12,2.9995,9.188929,30.68
2010-07-13,3.0095,8.992857,31.02
